Japanese,Kana,Romaji,Meaning,Part of speech,Chapter,Register,Usage note,Example 1 (Japanese),Example 1 (English),Example 2 (Japanese),Example 2 (English),Contrast,Misuse note
日程が決まる,きまる,kimaru,The date is decided.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,日程が決まる。,The date is decided.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
意味が分かる,わかる,wakaru,I understand the meaning.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,意味が分かる。,I understand the meaning.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
倦怠感が続く,けんたい,kentai,A feeling of fatigue continues.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,倦怠感が続く。,A feeling of fatigue continues.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
気持ちが伝わる,つたわる,tsutawaru,My feelings are conveyed.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,気持ちが伝わる。,My feelings are conveyed.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
現状を把握する,はあく,haaku,Grasp the current situation.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,現状を把握する。,Grasp the current situation.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
方針を決定する,ほうしん,houshin,Decide the policy.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,方針を決定する。,Decide the policy.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
開催が決定した,けってい,kettei,The event was decided to be held.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,開催が決定した。,The event was decided to be held.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
理想を追求する,ついきゅう,tsuikyuu,I pursue my ideals.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,理想を追求する。,I pursue my ideals.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
民主的に決める,みんしゅ,minshu,We decide democratically.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,民主的に決める。,We decide democratically.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
利害が対立する,りがい,rigai,The interests conflict.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,利害が対立する。,The interests conflict.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
彼のことが心配だ,しんぱい,shinpai,I'm worried about him.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,彼のことが心配だ。,I'm worried about him.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
太陽が海に沈んだ,しずむ,shizumu,The sun sank into the sea.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,太陽が海に沈んだ。,The sun sank into the sea.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
別の視点で考える,してん,shiten,I think from a different perspective.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,別の視点で考える。,I think from a different perspective.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
精神を集中させる,せいしん,seishin,I concentrate my mind.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,精神を集中させる。,I concentrate my mind.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
子の将来を案じる,あんじる,anjiru,I worry about my child's future.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,子の将来を案じる。,I worry about my child's future.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
面白い逸話が残る,いつわ,itsuwa,An interesting anecdote remains.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,面白い逸話が残る。,An interesting anecdote remains.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
彼の気持ちを察する,さっする,sassuru,I can guess his feelings.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,彼の気持ちを察する。,I can guess his feelings.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
